Maxwell2 5097 4769
 0.0000  0.0000  0.0000 -0.0000 -0.0000 -0.0000
 0.9997  0.9997  0.9997  0.9997  0.9997  0.9997
 0.9997  0.9997  0.9997  0.9997  0.9997  0.9997
 0.9997  0.9997  0.9997  0.9997  0.9997  0.9997
 0.9997  0.9997  0.9997  0.9997  0.9997  0.9997
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9997  0.9997  0.9997  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9996  0.9996  0.9996
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9995  0.9995  0.9995
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9994  0.9994  0.9994
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9993  0.9993  0.9993
 0.9998  0.9998  0.9998  0.9987  0.9987  0.9987
 0.9998  0.9998  0.9998  0.9981  0.9981  0.9981
 0.9998  0.9998  0.9998  0.9974  0.9974  0.9974
 0.9998  0.9998  0.9998  0.9968  0.9968  0.9968
 0.9998  0.9998  0.9998  0.9961  0.9961  0.9961
 0.9998  0.9998  0.9998  0.9955  0.9955  0.9955
 0.9998  0.9998  0.9998  0.9948  0.9948  0.9948
 0.9998  0.9998  0.9998  0.9942  0.9942  0.9942
 0.9998  0.9998  0.9998  0.9883  0.9883  0.9883
 0.9998  0.9998  0.9998  0.9717  0.9717  0.9717
 0.9998  0.9998  0.9998  0.9552  0.9552  0.9552
 0.9998  0.9998  0.9998  0.9387  0.9387  0.9387
 0.9998  0.9998  0.9998  0.9221  0.9221  0.9221
 0.9998  0.9998  0.9998  0.9056  0.9056  0.9056
 0.9998  0.9998  0.9998  0.8890  0.8890  0.8890
 0.9998  0.9998  0.9998  0.8725  0.8725  0.8725
 0.9998  0.9998  0.9998  0.8560  0.8560  0.8560
 0.9998  0.9998  0.9998  0.8394  0.8394  0.8394
 0.9998  0.9998  0.9998  0.8228  0.8228  0.8228
 0.9998  0.9998  0.9998  0.8062  0.8062  0.8062
 0.9998  0.9998  0.9998  0.7896  0.7896  0.7896
 0.9998  0.9998  0.9998  0.7730  0.7730  0.7730
 0.9998  0.9998  0.9998  0.7564  0.7564  0.7564
 0.9998  0.9998  0.9998  0.7399  0.7399  0.7399
 0.9998  0.9998  0.9998  0.7233  0.7233  0.7233
 0.9998  0.9998  0.9998  0.7067  0.7067  0.7067
 0.9998  0.9998  0.9998  0.6901  0.6901  0.6901
 0.9998  0.9998  0.9998  0.6735  0.6735  0.6735
 0.9998  0.9998  0.9998  0.6569  0.6569  0.6569
 0.9998  0.9998  0.9998  0.6403  0.6403  0.6403
 0.9998  0.9998  0.9998  0.6237  0.6237  0.6237
 0.9998  0.9998  0.9998  0.6071  0.6071  0.6071
 0.9998  0.9998  0.9998  0.5905  0.5905  0.5905
 0.9998  0.9998  0.9998  0.5739  0.5739  0.5739
 0.9998  0.9998  0.9998  0.5572  0.5572  0.5572
 0.9998  0.9998  0.9998  0.5406  0.5406  0.5406
 0.9998  0.9998  0.9998  0.5240  0.5240  0.5240
 0.9998  0.9998  0.9998  0.5074  0.5074  0.5074
 0.9998  0.9998  0.9998  0.4908  0.4908  0.4908
 0.9998  0.9998  0.9998  0.4742  0.4742  0.4742
 0.9998  0.9998  0.9998  0.4576  0.4576  0.4576
 0.9998  0.9998  0.9998  0.4410  0.4410  0.4410
 0.9998  0.9998  0.9998  0.4244  0.4244  0.4244
 0.9998  0.9998  0.9998  0.4078  0.4078  0.4078
 0.9998  0.9998  0.9998  0.3911  0.3911  0.3911
 0.9998  0.9998  0.9998  0.3745  0.3745  0.3745
 0.9998  0.9998  0.9998  0.3579  0.3579  0.3579
 0.9998  0.9998  0.9998  0.3413  0.3413  0.3413
 0.9998  0.9998  0.9998  0.3247  0.3247  0.3247
 0.9998  0.9998  0.9998  0.3081  0.3081  0.3081
 0.9998  0.9998  0.9998  0.2915  0.2915  0.2915
 0.9998  0.9998  0.9998  0.2748  0.2748  0.2748
 0.9998  0.9998  0.9998  0.2582  0.2582  0.2582
 0.9998  0.9998  0.9998  0.2416  0.2416  0.2416
 0.9998  0.9998  0.9998  0.2250  0.2250  0.2250
 0.9998  0.9998  0.9998  0.2084  0.2084  0.2084
 0.9998  0.9998  0.9998  0.1918  0.1918  0.1918
 0.9998  0.9998  0.9998  0.1752  0.1752  0.1752
 0.9998  0.9998  0.9998  0.1585  0.1585  0.1585
 0.9998  0.9998  0.9998  0.1419  0.1419  0.1419
 0.9998  0.9998  0.9998  0.1253  0.1253  0.1253
 0.9998  0.9998  0.9998  0.1087  0.1087  0.1087
 0.9998  0.9998  0.9998  0.0921  0.0921  0.0921
 0.9998  0.9998  0.9998  0.0755  0.0755  0.0755
 0.9998  0.9998  0.9998  0.0588  0.0588  0.0588
 0.9998  0.9998  0.9998  0.0422  0.0422  0.0422
 0.9998  0.9998  0.9998  0.0256  0.0256  0.0256
 0.9998  0.9998  0.9998  0.0090  0.0090  0.0090
 0.9998  0.9998  0.9998 -0.0076 -0.0076 -0.0076
 0.9998  0.9998  0.9998 -0.0242 -0.0242 -0.0242
 0.9998  0.9998  0.9998 -0.0409 -0.0409 -0.0409
 0.9998  0.9998  0.9998 -0.0575 -0.0575 -0.0575
 0.9998  0.9998  0.9998 -0.0741 -0.0741 -0.0741
 0.9998  0.9998  0.9998 -0.0907 -0.0907 -0.0907
 0.9998  0.9998  0.9998 -0.1073 -0.1073 -0.1073
 0.9998  0.9998  0.9998 -0.1239 -0.1239 -0.1239
 0.9998  0.9998  0.9998 -0.1405 -0.1405 -0.1405
 0.9998  0.9998  0.9998 -0.1572 -0.1572 -0.1572
 0.9998  0.9998  0.9998 -0.1738 -0.1738 -0.1738
 0.9998  0.9998  0.9998 -0.1904 -0.1904 -0.1904
 0.9998  0.9998  0.9998 -0.2070 -0.2070 -0.2070
 0.9998  0.9998  0.9998 -0.2236 -0.2236 -0.2236
 0.9998  0.9998  0.9998 -0.2402 -0.2402 -0.2402
 0.9998  0.9998  0.9998 -0.2569 -0.2569 -0.2569
 0.9998  0.9998  0.9998 -0.2735 -0.2735 -0.2735
 0.9998  0.9998  0.9998 -0.2901 -0.2901 -0.2901
 0.9998  0.9998  0.9998 -0.3067 -0.3067 -0.3067
 0.9998  0.9998  0.9998 -0.3233 -0.3233 -0.3233
 0.9998  0.9998  0.9998 -0.3399 -0.3399 -0.3399
 0.9998  0.9998  0.9998 -0.3565 -0.3565 -0.3565
 0.9998  0.9998  0.9998 -0.3732 -0.3732 -0.3732
 0.9998  0.9998  0.9998 -0.3898 -0.3898 -0.3898
 0.9998  0.9998  0.9998 -0.4064 -0.4064 -0.4064
 0.9998  0.9998  0.9998 -0.4230 -0.4230 -0.4230
 0.9998  0.9998  0.9998 -0.4396 -0.4396 -0.4396
 0.9998  0.9998  0.9998 -0.4562 -0.4562 -0.4562
 0.9998  0.9998  0.9998 -0.4728 -0.4728 -0.4728
 0.9998  0.9998  0.9998 -0.4894 -0.4894 -0.4894
 0.9998  0.9998  0.9998 -0.5060 -0.5060 -0.5060
 0.9998  0.9998  0.9998 -0.5227 -0.5227 -0.5227
 0.9998  0.9998  0.9998 -0.5393 -0.5393 -0.5393
 0.9998  0.9998  0.9998 -0.5559 -0.5559 -0.5559
 0.9998  0.9998  0.9998 -0.5725 -0.5725 -0.5725
 0.9998  0.9998  0.9998 -0.5891 -0.5891 -0.5891
 0.9998  0.9998  0.9998 -0.6057 -0.6057 -0.6057
 0.9998  0.9998  0.9998 -0.6223 -0.6223 -0.6223
 0.9998  0.9998  0.9998 -0.6389 -0.6389 -0.6389
 0.9998  0.9998  0.9998 -0.6555 -0.6555 -0.6555
 0.9998  0.9998  0.9998 -0.6721 -0.6721 -0.6721
 0.9998  0.9998  0.9998 -0.6887 -0.6887 -0.6887
 0.9998  0.9998  0.9998 -0.7053 -0.7053 -0.7053
 0.9998  0.9998  0.9998 -0.7219 -0.7219 -0.7219
 0.9998  0.9998  0.9998 -0.7385 -0.7385 -0.7385
 0.9998  0.9998  0.9998 -0.7551 -0.7551 -0.7551
 0.9998  0.9998  0.9998 -0.7717 -0.7717 -0.7717
 0.9998  0.9998  0.9998 -0.7882 -0.7882 -0.7882
 0.9998  0.9998  0.9998 -0.8048 -0.8048 -0.8048
 0.9998  0.9998  0.9998 -0.8214 -0.8214 -0.8214
 0.9998  0.9998  0.9998 -0.8380 -0.8380 -0.8380
 0.9998  0.9998  0.9998 -0.8546 -0.8546 -0.8546
 0.9998  0.9998  0.9998 -0.8711 -0.8711 -0.8711
 0.9998  0.9998  0.9998 -0.8877 -0.8877 -0.8877
 0.9998  0.9998  0.9998 -0.9042 -0.9042 -0.9042
 0.9998  0.9998  0.9998 -0.9208 -0.9208 -0.9208
 0.9998  0.9998  0.9998 -0.9373 -0.9373 -0.9373
 0.9998  0.9998  0.9998 -0.9538 -0.9538 -0.9538
 0.9998  0.9998  0.9998 -0.9704 -0.9704 -0.9704
 0.9998  0.9998  0.9998 -0.9820 -0.9820 -0.9820
 0.9998  0.9998  0.9998 -0.9841 -0.9841 -0.9841
 0.9998  0.9998  0.9998 -0.9862 -0.9862 -0.9862
 0.9998  0.9998  0.9998 -0.9884 -0.9884 -0.9884
 0.9998  0.9998  0.9998 -0.9905 -0.9905 -0.9905
 0.9998  0.9998  0.9998 -0.9926 -0.9926 -0.9926
 0.9998  0.9998  0.9998 -0.9947 -0.9947 -0.9947
 0.9998  0.9998  0.9998 -0.9968 -0.9968 -0.9968
 0.9998  0.9998  0.9998 -0.9990 -0.9990 -0.9990
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9993 -0.9993 -0.9993
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9994 -0.9994 -0.9994
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9995 -0.9995 -0.9995
 0.9998  0.9998  0.9998 -0.9996 -0.9996 -0.9996
 0.9998  0.9998  0.9998 -0.9996 -0.9996 -0.9996
 0.9998  0.9998  0.9998 -0.9996 -0.9996 -0.9996
 0.9998  0.9998  0.9998 -0.9996 -0.9996 -0.9996
 0.9998  0.9998  0.9998 -0.9996 -0.9996 -0.9996
